[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[contextual, contextual-1-5, JJ,NNS,IN]<MYSEP>2.967177748300652E-6
[contextual, contextual-1-5, IN,NN,.]<MYSEP>-0.025483670444605838
[contextual, contextual-1-5, CC,DT,JJ]<MYSEP>-0.0248861529628917
[contextual, contextual-1-5, CC,DT,NN]<MYSEP>5.834315761429365E-6
[contextual, contextual-1-5, NNS,DT,NNS]<MYSEP>-1.564511353689065E-5
[contextual, contextual-1-5, ROOT,DT,NNS]<MYSEP>-9.057559287027964E-5
[contextual, contextual-1-5, VBZ,IN,DT]<MYSEP>0.013439128112245858
[contextual, contextual-1-5, DT,NN,VBZ]<MYSEP>0.04193903711841754
[contextual, contextual-1-5, DT,IN,DT]<MYSEP>-4.1370913110681785E-4
[contextual, contextual-1-5, IN,DT,NN]<MYSEP>-0.025704890437845424
[contextual, contextual-1-5, JJ,NN,VBZ]<MYSEP>0.02878511919145539
[contextual, contextual-1-5, CC,IN,DT]<MYSEP>-1.765137548557281E-5
[contextual, contextual-1-5, NNS,VBZ,IN]<MYSEP>0.033183697246942714
[contextual, contextual-1-5, NNS,IN,DT]<MYSEP>0.046975545809160905
[contextual, contextual-1-5, ROOT,IN,DT]<MYSEP>-0.003146605019157749
[contextual, contextual-1-5, JJ,NN,CC]<MYSEP>7.48760330863096E-6
[contextual, contextual-1-5, JJ,NN,.]<MYSEP>4.973530252356852E-6
[contextual, contextual-1-5, JJ,DT,NNS]<MYSEP>1.188574076163912E-5
[contextual, contextual-1-5, NN,DT,NN]<MYSEP>2.476019619352312E-6
[contextual, contextual-1-5, NNS,CC,NN]<MYSEP>-0.016341845502106316
[contextual, contextual-1-5, NNS,NNS,IN]<MYSEP>-1.9847272483660264E-5
[contextual, contextual-1-5, VBZ,NN,CC]<MYSEP>-0.009990981301480722
[contextual, contextual-1-5, DT,CC,NN]<MYSEP>-5.183467975309656E-4
[contextual, contextual-1-5, NNS,NN,.]<MYSEP>-0.010812519559165177
[contextual, contextual-1-5, DT,VBZ,IN]<MYSEP>-0.0024931890101646892
[contextual, contextual-1-5, DT,NN,.]<MYSEP>-2.8178173884724705E-4
[contextual, contextual-1-5, ROOT,CC,NN]<MYSEP>-1.638340353543109E-4
[contextual, contextual-1-5, CC,CC,NN]<MYSEP>8.404523365429878E-6
[contextual, contextual-1-5, DT,NNS,IN]<MYSEP>0.024673014141897105
[contextual, contextual-1-5, CC,VBZ,IN]<MYSEP>-0.022834693448512158
[contextual, contextual-1-5, NN,NNS,IN]<MYSEP>-6.676787951016082E-6
[contextual, contextual-1-5, NN,VBZ,IN]<MYSEP>-0.02356457498603826
[contextual, contextual-1-5, CC,NNS,IN]<MYSEP>-3.1800808434904375E-6
[contextual, contextual-1-5, ROOT,NNS,IN]<MYSEP>-8.41125980574582E-4
[contextual, contextual-1-5, IN,NN,CC]<MYSEP>0.04118989350923423
[contextual, contextual-1-5, ROOT,VBZ,IN]<MYSEP>0.01726643219559642
[contextual, contextual-1-5, JJ,IN,DT]<MYSEP>1.1696385223518555E-5
[contextual, contextual-1-5, CC,NN,VBZ]<MYSEP>0.03960908387420857
[contextual, contextual-1-5, CC,DT,NNS]<MYSEP>4.5107406603618546E-6
[contextual, contextual-1-5, NNS,NN,CC]<MYSEP>-0.01358831363331903
[contextual, contextual-1-5, JJ,DT,NN]<MYSEP>8.865814622665589E-6
[contextual, contextual-1-5, VBZ,CC,NN]<MYSEP>-0.011081066841869146
[contextual, contextual-1-5, DT,NN,CC]<MYSEP>0.02533717429560445
[contextual, contextual-1-5, DT,DT,NNS]<MYSEP>9.622794492711438E-6
[contextual, contextual-1-5, NN,IN,DT]<MYSEP>-1.1751384653345657E-5
[contextual, contextual-1-5, IN,NNS,IN]<MYSEP>0.039221849314187325
[contextual, contextual-1-5, IN,.,END]<MYSEP>-0.03384918070835098
[contextual, contextual-1-5, NNS,CC,DT]<MYSEP>0.024482089995213382
[contextual, contextual-1-5, VBZ,DT,NNS]<MYSEP>-0.0045171330382978245
[contextual, contextual-1-5, NN,NN,.]<MYSEP>-0.015497143459400526
[contextual, contextual-2-4, CC,CC,DT]<MYSEP>-0.004365848278430192
[contextual, contextual-2-4, VBZ,NNS,IN]<MYSEP>3.4311946240415887E-6
[contextual, contextual-2-4, IN,CC,NN]<MYSEP>-0.01930478479747759
[contextual, contextual-2-4, NN,CC,NN]<MYSEP>-1.544990321762338E-4
[contextual, contextual-2-4, NNS,NNS,CC]<MYSEP>-0.0065632166192524915
[contextual, contextual-2-4, DT,DT,NN]<MYSEP>0.04119239356698549
[contextual, contextual-2-4, DT,DT,JJ]<MYSEP>-0.0021165715169961853
[contextual, contextual-2-4, NNS,DT,JJ]<MYSEP>-1.0923652960505964E-5
[contextual, contextual-2-4, NNS,DT,NN]<MYSEP>-5.962015908321528E-4
[contextual, contextual-2-4, CC,JJ,NN]<MYSEP>-0.018050570694340563
[contextual, contextual-2-4, MID,MID,DT]<MYSEP>-0.0711665872317859
[contextual, contextual-2-4, NN,DT,NNS]<MYSEP>2.363628954407523E-6
[contextual, contextual-2-4, VBZ,NN,.]<MYSEP>-6.998927961520501E-5
[contextual, contextual-2-4, NN,NN,CC]<MYSEP>-3.6491467882891407E-4
[contextual, contextual-2-4, VBZ,DT,NN]<MYSEP>3.9716804206890504E-6
[contextual, contextual-2-4, JJ,CC,NN]<MYSEP>6.804920152958502E-6
[contextual, contextual-2-4, CC,NN,.]<MYSEP>-0.01868385715289664
[contextual, contextual-2-4, IN,IN,DT]<MYSEP>-0.012634508544579637
[contextual, contextual-2-4, MID,MID,IN]<MYSEP>0.08015452389456046
[contextual, contextual-2-4, NN,NN,VBZ]<MYSEP>-3.513789038052873E-4
[contextual, contextual-2-4, JJ,JJ,NN]<MYSEP>0.04194082609941273
[contextual, contextual-2-4, IN,DT,NNS]<MYSEP>-0.01963398801704416
[contextual, contextual-2-4, JJ,VBZ,IN]<MYSEP>7.838615185130581E-6
[contextual, contextual-2-4, NNS,NN,VBZ]<MYSEP>0.017271078420622362
[contextual, contextual-2-4, CC,NN,CC]<MYSEP>-9.806990085650379E-7
[contextual, contextual-2-4, DT,JJ,NN]<MYSEP>0.03960761375533589
[contextual, contextual-2-4, NNS,JJ,NN]<MYSEP>-0.003186601907409015
[contextual, contextual-2-4, JJ,NNS,IN]<MYSEP>2.5276651522911152E-6
[contextual, contextual-2-4, IN,NN,.]<MYSEP>0.022675267613133935
[contextual, contextual-2-4, VBZ,VBZ,IN]<MYSEP>-2.074559808384939E-5
[contextual, contextual-2-4, CC,DT,JJ]<MYSEP>-2.871810198895591E-4
[contextual, contextual-2-4, CC,DT,NN]<MYSEP>-4.5280842676649705E-8
[contextual, contextual-2-4, NNS,DT,NNS]<MYSEP>-8.427799851043776E-4
[contextual, contextual-2-4, VBZ,IN,DT]<MYSEP>4.287927443736002E-6
[contextual, contextual-2-4, MID,MID,.]<MYSEP>-0.02144949711245717
[contextual, contextual-2-4, DT,NN,VBZ]<MYSEP>-0.022833400758722932
[contextual, contextual-2-4, DT,IN,DT]<MYSEP>-0.0035662974354033353
[contextual, contextual-2-4, IN,DT,NN]<MYSEP>-0.023575612649575105
[contextual, contextual-2-4, JJ,NN,VBZ]<MYSEP>-0.0024978562401808137
[contextual, contextual-2-4, CC,IN,DT]<MYSEP>-1.827066897986623E-5
[contextual, contextual-2-4, NNS,VBZ,IN]<MYSEP>-0.0027446474109603307
[contextual, contextual-2-4, NNS,IN,DT]<MYSEP>-2.0541748664486755E-4
[contextual, contextual-2-4, JJ,NN,CC]<MYSEP>3.912227134081883E-6
[contextual, contextual-2-4, MID,MID,NNS]<MYSEP>-0.003544281703194428
[contextual, contextual-2-4, JJ,NN,.]<MYSEP>8.221539913417117E-6
[contextual, contextual-2-4, JJ,DT,NNS]<MYSEP>1.4807627576717325E-6
[contextual, contextual-2-4, NN,DT,NN]<MYSEP>6.958055847236453E-6
[contextual, contextual-2-4, NNS,CC,NN]<MYSEP>-1.9596411935346607E-4
[contextual, contextual-2-4, MID,MID,NN]<MYSEP>0.12070652762921535
[contextual, contextual-2-4, MID,MID,JJ]<MYSEP>-0.044055832385145065
[contextual, contextual-2-4, NNS,NNS,IN]<MYSEP>-8.27169484531152E-4
[contextual, contextual-2-4, VBZ,NN,CC]<MYSEP>7.216518032608395E-7
[contextual, contextual-2-4, DT,CC,NN]<MYSEP>-0.02547635975826394
[contextual, contextual-2-4, NNS,NN,.]<MYSEP>-0.009621893728558406
[contextual, contextual-2-4, DT,VBZ,IN]<MYSEP>-2.328553161097679E-5
[contextual, contextual-2-4, DT,NN,.]<MYSEP>-0.033907796955263754
[contextual, contextual-2-4, CC,CC,NN]<MYSEP>-0.015498720454946555
[contextual, contextual-2-4, DT,NNS,IN]<MYSEP>-0.01730543650586753
[contextual, contextual-2-4, CC,VBZ,IN]<MYSEP>-8.022085565932278E-5
[contextual, contextual-2-4, NN,NNS,IN]<MYSEP>-1.7074692100377964E-7
[contextual, contextual-2-4, NN,VBZ,IN]<MYSEP>1.1178361536609095E-5
[contextual, contextual-2-4, CC,NNS,IN]<MYSEP>-1.1984257771191857E-5
[contextual, contextual-2-4, IN,NN,CC]<MYSEP>-0.02742570151561029
[contextual, contextual-2-4, MID,MID,VBZ]<MYSEP>-0.023565591668837624
[contextual, contextual-2-4, JJ,IN,DT]<MYSEP>8.13370402595674E-6
[contextual, contextual-2-4, CC,NN,VBZ]<MYSEP>0.03318889379231733
[contextual, contextual-2-4, CC,DT,NNS]<MYSEP>-2.4150812240655174E-5
[contextual, contextual-2-4, NNS,NN,CC]<MYSEP>-3.140497668385334E-4
[contextual, contextual-2-4, MID,MID,CC]<MYSEP>0.08545441273993605
[contextual, contextual-2-4, JJ,DT,NN]<MYSEP>4.577119145903978E-6
[contextual, contextual-2-4, VBZ,CC,NN]<MYSEP>2.4553286460311818E-6
[contextual, contextual-2-4, DT,NN,CC]<MYSEP>-0.02183981197128146
[contextual, contextual-2-4, DT,DT,NNS]<MYSEP>0.039212452956279654
[contextual, contextual-2-4, NN,IN,DT]<MYSEP>1.7424493928950537E-5
[contextual, contextual-2-4, IN,NNS,IN]<MYSEP>-0.01963247728603055
[contextual, contextual-2-4, NNS,CC,DT]<MYSEP>-1.065777180362275E-4
[contextual, contextual-2-4, VBZ,DT,NNS]<MYSEP>-5.996621806528408E-6
[contextual, contextual-2-4, NN,NN,.]<MYSEP>-0.02277254605892263
[contextual, contextual-1-4, STR,ROOT,VBZ]<MYSEP>-0.003183925041175319
[contextual, contextual-1-4, ROOT,NNS,NNS]<MYSEP>-1.2665923025479969E-5
[contextual, contextual-1-4, NN,CC,.]<MYSEP>0.06624281590624245
[contextual, contextual-1-4, VBZ,IN,.]<MYSEP>-0.010240574085431059
[contextual, contextual-1-4, ROOT,NNS,JJ]<MYSEP>-0.0043665392871878655
[contextual, contextual-1-4, ROOT,NNS,NN]<MYSEP>-2.8885889925796596E-4
[contextual, contextual-1-4, VBZ,IN,END]<MYSEP>-0.020170051505916615
[contextual, contextual-1-4, JJ,NN,IN]<MYSEP>-0.023571730729015104
[contextual, contextual-1-4, VBZ,IN,NN]<MYSEP>-0.013612131782343629
[contextual, contextual-1-4, NNS,IN,.]<MYSEP>-0.0152413588106089
[contextual, contextual-1-4, STR,ROOT,DT]<MYSEP>-0.009714555912915774
[contextual, contextual-1-4, DT,JJ,CC]<MYSEP>5.277999854414389E-6
[contextual, contextual-1-4, NNS,IN,NN]<MYSEP>-0.033941632812598876
[contextual, contextual-1-4, DT,NNS,END]<MYSEP>-0.01885452823689068
[contextual, contextual-1-4, STR,ROOT,NNS]<MYSEP>-8.77605067344229E-5
[contextual, contextual-1-4, DT,NNS,CC]<MYSEP>-0.0135908360568556
[contextual, contextual-1-4, CC,DT,CC]<MYSEP>5.451422249267455E-7
[contextual, contextual-1-4, NN,VBZ,CC]<MYSEP>-0.00998838828032673
[contextual, contextual-1-4, STR,ROOT,CC]<MYSEP>-0.028463210287723542
[contextual, contextual-1-4, ROOT,NNS,CC]<MYSEP>-4.2354070389823105E-6
[contextual, contextual-1-4, IN,DT,IN]<MYSEP>0.024665022522890538
[contextual, contextual-1-4, NNS,CC,CC]<MYSEP>-2.815074689416916E-7
[contextual, contextual-1-4, NNS,IN,END]<MYSEP>-0.01367785500326528
[contextual, contextual-1-4, NN,VBZ,DT]<MYSEP>0.01344540334703436
[contextual, contextual-1-4, STR,ROOT,END]<MYSEP>-0.006585948552897299
[contextual, contextual-1-4, IN,DT,DT]<MYSEP>-4.245144516932531E-4
[contextual, contextual-1-4, VBZ,IN,NNS]<MYSEP>-0.024147897371232976
[contextual, contextual-1-4, NNS,CC,.]<MYSEP>4.647528714510298E-6
[contextual, contextual-1-4, DT,JJ,NN]<MYSEP>1.2220906089463281E-5
[contextual, contextual-1-4, NNS,IN,CC]<MYSEP>0.0648610552369026
[contextual, contextual-1-4, VBZ,IN,IN]<MYSEP>0.03922146468343744
[contextual, contextual-1-4, JJ,NN,DT]<MYSEP>-1.6127630627430162E-5
[contextual, contextual-1-4, DT,NNS,NN]<MYSEP>-0.021803353829454825
[contextual, contextual-1-4, CC,DT,NN]<MYSEP>-0.044045912570190277
[contextual, contextual-1-4, ROOT,NNS,.]<MYSEP>1.0353173492046695E-5
[contextual, contextual-1-4, STR,ROOT,.]<MYSEP>-7.01981000799134E-5
[contextual, contextual-1-4, NN,VBZ,END]<MYSEP>0.041533495974604574
[contextual, contextual-1-4, VBZ,IN,DT]<MYSEP>-0.017302608996384944
[contextual, contextual-1-4, STR,ROOT,JJ]<MYSEP>-9.983329538532973E-5
[contextual, contextual-1-4, STR,ROOT,NN]<MYSEP>-1.9822447187855329E-4
[contextual, contextual-1-4, IN,DT,NN]<MYSEP>-6.056953979505014E-4
[contextual, contextual-1-4, CC,DT,END]<MYSEP>1.3412154308560283E-5
[contextual, contextual-1-4, DT,JJ,DT]<MYSEP>1.1625246657671143E-5
[contextual, contextual-1-4, NN,VBZ,NNS]<MYSEP>-0.004514230154723257
[contextual, contextual-1-4, DT,NNS,DT]<MYSEP>0.04707231271880149
[contextual, contextual-1-4, JJ,NN,CC]<MYSEP>-1.246482204849653E-6
[contextual, contextual-1-4, CC,DT,DT]<MYSEP>1.1722205275542436E-5
[contextual, contextual-1-4, JJ,NN,.]<MYSEP>3.7403469072318545E-6
[contextual, contextual-1-4, NNS,CC,JJ]<MYSEP>-0.024879573494627494
[contextual, contextual-1-4, NNS,CC,NN]<MYSEP>-0.002110565495920828
[contextual, contextual-1-4, DT,JJ,VBZ]<MYSEP>0.02878254331877265
[contextual, contextual-1-4, DT,NN,NN]<MYSEP>0.060970204345103314
[contextual, contextual-1-4, NNS,CC,END]<MYSEP>-5.8499671633813015E-5
[contextual, contextual-1-4, DT,JJ,IN]<MYSEP>-3.4724832061528343E-4
[contextual, contextual-1-4, JJ,NN,END]<MYSEP>-6.369289812013691E-5
[contextual, contextual-1-4, DT,NN,.]<MYSEP>-0.015503745603153516
[contextual, contextual-1-4, DT,JJ,NNS]<MYSEP>5.449769665231144E-6
[contextual, contextual-1-4, DT,JJ,.]<MYSEP>9.303893315377544E-6
[contextual, contextual-1-4, DT,NNS,.]<MYSEP>-0.010818977997783369
[contextual, contextual-1-4, ROOT,NNS,DT]<MYSEP>0.024386285968374638
[contextual, contextual-1-4, NN,VBZ,IN]<MYSEP>-0.019631642040546037
[contextual, contextual-1-4, CC,DT,IN]<MYSEP>-0.002494077355322941
[contextual, contextual-1-4, ROOT,NNS,IN]<MYSEP>0.033163731554892176
[contextual, contextual-1-4, IN,DT,CC]<MYSEP>0.025333656470235135
[contextual, contextual-1-4, NNS,CC,IN]<MYSEP>-0.022840954367007577
[contextual, contextual-1-4, NNS,CC,NNS]<MYSEP>5.098002616133287E-6
[contextual, contextual-1-4, JJ,NN,NN]<MYSEP>8.015210853221002E-6
[contextual, contextual-1-4, IN,DT,END]<MYSEP>-0.005192520991909867
[contextual, contextual-1-4, ROOT,NNS,END]<MYSEP>-7.735109184109294E-5
[contextual, contextual-1-4, CC,DT,NNS]<MYSEP>5.2674185023974085E-6
[contextual, contextual-1-4, VBZ,IN,CC]<MYSEP>-0.02366771471859943
[contextual, contextual-1-4, NNS,CC,VBZ]<MYSEP>0.03960904625275045
[contextual, contextual-1-4, IN,DT,.]<MYSEP>-2.8753823010345744E-4
[contextual, contextual-1-4, CC,DT,VBZ]<MYSEP>0.04193876434729659
[contextual, contextual-1-4, NN,VBZ,.]<MYSEP>-0.008490450909293274
[contextual, contextual-1-4, DT,NN,END]<MYSEP>-0.018613759448907766
[contextual, contextual-1-4, STR,ROOT,IN]<MYSEP>0.016426393613196477
[contextual, contextual-1-4, ROOT,NNS,VBZ]<MYSEP>-0.018049248378772236
[contextual, contextual-1-4, JJ,NN,NNS]<MYSEP>5.44608156243943E-6
[contextual, contextual-1-4, NN,CC,END]<MYSEP>-0.02062150423297689
[contextual, contextual-1-4, DT,JJ,END]<MYSEP>8.940006884163084E-6
[contextual, contextual-1-4, NNS,CC,DT]<MYSEP>-1.7330471075727104E-5
[contextual, contextual-1-4, CC,DT,.]<MYSEP>5.6506435425910955E-6
[contextual, contextual-1-4, NN,VBZ,NN]<MYSEP>-0.013741232531306312
[contextual, contextual-1-4, CC,NN,END]<MYSEP>-0.021451562419211315
[contextual, contextual-1-2a, V,I,I]<MYSEP>-0.01730339458603917
[contextual, contextual-1-2a, V,I,N]<MYSEP>0.0053055082413656345
[contextual, contextual-1-2a, R,N,V]<MYSEP>0.03318946118770692
[contextual, contextual-1-2a, R,N,I]<MYSEP>-9.073473051585481E-5
[contextual, contextual-1-2a, R,N,J]<MYSEP>-2.9239271531688324E-4
[contextual, contextual-1-2a, R,N,N]<MYSEP>-0.018064240211993626
[contextual, contextual-1-2a, R,N,C]<MYSEP>0.024485311791229192
[contextual, contextual-1-2a, R,N,D]<MYSEP>-0.004379944556528154
[contextual, contextual-1-2a, C,D,.]<MYSEP>1.4673146336220078E-5
[contextual, contextual-1-2a, I,D,N]<MYSEP>0.049720955435308
[contextual, contextual-1-2a, N,V,.]<MYSEP>0.041528607975358366
[contextual, contextual-1-2a, V,I,C]<MYSEP>-0.01003921537844167
[contextual, contextual-1-2a, V,I,D]<MYSEP>-0.027716390536588514
[contextual, contextual-1-2a, N,C,I]<MYSEP>-2.3014254042590512E-5
[contextual, contextual-1-2a, N,I,C]<MYSEP>-0.01180000633726614
[contextual, contextual-1-2a, C,N,.]<MYSEP>-0.021447426068762366
[contextual, contextual-1-2a, N,C,J]<MYSEP>-0.0021114922861256726
[contextual, contextual-1-2a, J,N,D]<MYSEP>5.5789883718445915E-6
[contextual, contextual-1-2a, N,I,D]<MYSEP>-0.02213159065540689
[contextual, contextual-1-2a, J,N,C]<MYSEP>4.5750899924219255E-7
[contextual, contextual-1-2a, N,C,N]<MYSEP>0.10585100189182443
[contextual, contextual-1-2a, D,J,D]<MYSEP>1.5873176486571053E-5
[contextual, contextual-1-2a, J,N,N]<MYSEP>1.456744504287857E-6
[contextual, contextual-1-2a, D,J,C]<MYSEP>5.89656866891196E-7
[contextual, contextual-1-2a, D,J,I]<MYSEP>1.1107027337660615E-5
[contextual, contextual-1-2a, STR,R,.]<MYSEP>-0.006586692737473267
[contextual, contextual-1-2a, N,I,N]<MYSEP>0.049626177498780774
[contextual, contextual-1-2a, D,N,D]<MYSEP>-0.0054587653975479156
[contextual, contextual-1-2a, D,N,C]<MYSEP>0.04462676489912233
[contextual, contextual-1-2a, J,N,I]<MYSEP>-1.4075938351823831E-5
[contextual, contextual-1-2a, N,C,V]<MYSEP>-0.022835436511030215
[contextual, contextual-1-2a, J,N,V]<MYSEP>-0.023568041602496276
[contextual, contextual-1-2a, C,D,D]<MYSEP>1.3371663630727409E-5
[contextual, contextual-1-2a, C,D,C]<MYSEP>2.83486917900007E-6
[contextual, contextual-1-2a, D,J,.]<MYSEP>8.431165064893306E-6
[contextual, contextual-1-2a, C,D,N]<MYSEP>0.041953917146239625
[contextual, contextual-1-2a, D,N,.]<MYSEP>-0.037463057954090044
[contextual, contextual-1-2a, C,D,J]<MYSEP>-0.04406184693217168
[contextual, contextual-1-2a, C,D,I]<MYSEP>7.85483964688769E-6
[contextual, contextual-1-2a, STR,R,J]<MYSEP>-1.086939954018131E-5
[contextual, contextual-1-2a, C,D,V]<MYSEP>-0.0024976821053639877
[contextual, contextual-1-2a, STR,R,I]<MYSEP>-0.0031520868788801224
[contextual, contextual-1-2a, N,C,.]<MYSEP>-0.02067580999466171
[contextual, contextual-1-2a, J,N,.]<MYSEP>-6.428115889731501E-5
[contextual, contextual-1-2a, STR,R,N]<MYSEP>-0.03255991039949209
[contextual, contextual-1-2a, N,I,.]<MYSEP>-0.013678796759671706
[contextual, contextual-1-2a, D,N,I]<MYSEP>0.047070739117046255
[contextual, contextual-1-2a, D,J,N]<MYSEP>0.028798675241952766
[contextual, contextual-1-2a, STR,R,D]<MYSEP>-2.233609843123728E-4
[contextual, contextual-1-2a, STR,R,C]<MYSEP>-0.006723813345152152
[contextual, contextual-1-2a, D,N,N]<MYSEP>-0.03991130084741111
[contextual, contextual-1-2a, N,C,C]<MYSEP>8.23386546751513E-6
[contextual, contextual-1-2a, N,C,D]<MYSEP>-0.024875508586009152
[contextual, contextual-1-2a, D,J,V]<MYSEP>-3.4705910875578903E-4
[contextual, contextual-1-2a, I,D,D]<MYSEP>-8.130650819633054E-5
[contextual, contextual-1-2a, I,D,C]<MYSEP>-5.204110994483392E-4
[contextual, contextual-1-2a, V,I,.]<MYSEP>-0.020173838961800174
[contextual, contextual-1-2a, I,D,I]<MYSEP>-4.2613601863952674E-4
[contextual, contextual-1-2a, R,N,.]<MYSEP>-7.731483455956104E-5
[contextual, contextual-1-2a, N,V,C]<MYSEP>-0.011085339051455879
[contextual, contextual-1-2a, N,V,D]<MYSEP>-0.007174136761316144
[contextual, contextual-1-2a, STR,R,V]<MYSEP>0.01726906767711076
[contextual, contextual-1-2a, N,V,I]<MYSEP>0.013446493825884327
[contextual, contextual-1-2a, N,V,N]<MYSEP>-0.03811731774923951
[contextual, contextual-1-2a, I,D,.]<MYSEP>-0.005191164354462839
[contextual, contextual-2-3, ROOT,NNS,NNS]<MYSEP>-8.426836915017876E-4
[contextual, contextual-2-3, NN,CC,.]<MYSEP>-0.018610254775975433
[contextual, contextual-2-3, NN,CC,NN]<MYSEP>-0.015507320087647289
[contextual, contextual-2-3, VBZ,IN,.]<MYSEP>0.041530795056150996
[contextual, contextual-2-3, NN,MID,.]<MYSEP>-0.02144648970663562
[contextual, contextual-2-3, ROOT,NNS,JJ]<MYSEP>-1.1747100677835527E-5
[contextual, contextual-2-3, ROOT,NNS,NN]<MYSEP>-0.003504561752427159
[contextual, contextual-2-3, JJ,NN,IN]<MYSEP>9.694699534497154E-6
[contextual, contextual-2-3, VBZ,IN,NN]<MYSEP>-0.018475685614017166
[contextual, contextual-2-3, NNS,IN,.]<MYSEP>-0.01885361015134979
[contextual, contextual-2-3, CC,MID,DT]<MYSEP>-0.024885980415661535
[contextual, contextual-2-3, DT,JJ,CC]<MYSEP>8.552906891931992E-6
[contextual, contextual-2-3, NNS,IN,NN]<MYSEP>-0.02440612766978273
[contextual, contextual-2-3, DT,NNS,CC]<MYSEP>-1.5353194719839046E-4
[contextual, contextual-2-3, CC,DT,CC]<MYSEP>6.756738098307579E-6
[contextual, contextual-2-3, NN,VBZ,CC]<MYSEP>3.904029048501347E-6
[contextual, contextual-2-3, CC,NN,.]<MYSEP>-0.020617580870024767
[contextual, contextual-2-3, ROOT,NNS,CC]<MYSEP>-0.006722352520916293
[contextual, contextual-2-3, IN,DT,IN]<MYSEP>-0.017305676083184247
[contextual, contextual-2-3, NNS,CC,CC]<MYSEP>7.156944876409894E-7
[contextual, contextual-2-3, NN,MID,VBZ]<MYSEP>-0.023568376817880696
[contextual, contextual-2-3, NN,VBZ,DT]<MYSEP>4.415944318754972E-6
[contextual, contextual-2-3, IN,DT,NNS]<MYSEP>0.03922734873062435
[contextual, contextual-2-3, IN,DT,DT]<MYSEP>-0.0035703400775702063
[contextual, contextual-2-3, ROOT,MID,NNS]<MYSEP>-0.02820728852680213
[contextual, contextual-2-3, VBZ,IN,NNS]<MYSEP>-0.01963667370048521
[contextual, contextual-2-3, NNS,CC,.]<MYSEP>-7.273195399842494E-5
[contextual, contextual-2-3, DT,JJ,NN]<MYSEP>0.04194937405453485
[contextual, contextual-2-3, NNS,MID,IN]<MYSEP>0.04707231190627233
[contextual, contextual-2-3, NNS,IN,CC]<MYSEP>-0.016344802028187055
[contextual, contextual-2-3, VBZ,IN,IN]<MYSEP>-0.019633250911609307
[contextual, contextual-2-3, JJ,NN,DT]<MYSEP>1.6076393538702385E-5
[contextual, contextual-2-3, DT,NNS,NN]<MYSEP>-4.683318447023158E-4
[contextual, contextual-2-3, CC,DT,NN]<MYSEP>0.039611214459783814
[contextual, contextual-2-3, CC,DT,JJ]<MYSEP>-0.0021179210040118703
[contextual, contextual-2-3, ROOT,NNS,.]<MYSEP>-0.0065837560686807396
[contextual, contextual-2-3, DT,MID,NNS]<MYSEP>0.02466764704197162
[contextual, contextual-2-3, VBZ,IN,DT]<MYSEP>-0.0071746179410557874
[contextual, contextual-2-3, NN,MID,CC]<MYSEP>0.06096756427852466
[contextual, contextual-2-3, IN,MID,DT]<MYSEP>-0.04628140824687176
[contextual, contextual-2-3, IN,DT,NN]<MYSEP>0.015712409592981265
[contextual, contextual-2-3, JJ,NN,VBZ]<MYSEP>-3.457738681420842E-4
[contextual, contextual-2-3, DT,JJ,DT]<MYSEP>1.0950936704450025E-5
[contextual, contextual-2-3, NN,VBZ,NNS]<MYSEP>-5.7967310700050044E-6
[contextual, contextual-2-3, NNS,IN,DT]<MYSEP>-0.005466454900664665
[contextual, contextual-2-3, DT,NNS,DT]<MYSEP>-8.112696249683669E-5
[contextual, contextual-2-3, JJ,NN,CC]<MYSEP>5.8228579389684164E-6
[contextual, contextual-2-3, NNS,MID,CC]<MYSEP>0.024480136970550768
[contextual, contextual-2-3, JJ,MID,NN]<MYSEP>0.028787689323069486
[contextual, contextual-2-3, CC,DT,DT]<MYSEP>2.958271257923084E-6
[contextual, contextual-2-3, JJ,NN,.]<MYSEP>4.662550545737045E-6
[contextual, contextual-2-3, DT,MID,NN]<MYSEP>0.025681510680010282
[contextual, contextual-2-3, DT,MID,JJ]<MYSEP>-0.04405646916309308
[contextual, contextual-2-3, NNS,CC,JJ]<MYSEP>-2.8828186749397524E-4
[contextual, contextual-2-3, NNS,CC,NN]<MYSEP>-0.018043899403132276
[contextual, contextual-2-3, DT,JJ,VBZ]<MYSEP>-0.0024975497064243395
[contextual, contextual-2-3, DT,NN,NN]<MYSEP>-1.5502674405845027E-4
[contextual, contextual-2-3, DT,JJ,IN]<MYSEP>1.1356844655013251E-5
[contextual, contextual-2-3, DT,NN,.]<MYSEP>-0.002156839631678425
[contextual, contextual-2-3, DT,JJ,NNS]<MYSEP>4.277015495306089E-6
[contextual, contextual-2-3, DT,JJ,.]<MYSEP>9.58820087384528E-6
[contextual, contextual-2-3, DT,NNS,IN]<MYSEP>-4.207374078245539E-4
[contextual, contextual-2-3, DT,NNS,.]<MYSEP>-0.003037586726961243
[contextual, contextual-2-3, ROOT,NNS,DT]<MYSEP>-2.283438518818254E-4
[contextual, contextual-2-3, NN,VBZ,IN]<MYSEP>-1.3393883005639051E-5
[contextual, contextual-2-3, CC,DT,IN]<MYSEP>-1.9788979410954215E-5
[contextual, contextual-2-3, ROOT,NNS,IN]<MYSEP>-0.0031514579519108976
[contextual, contextual-2-3, CC,MID,NN]<MYSEP>0.06624415790990272
